"15106107251","51614","5","4","18","47"
"16106107001","51614","5","4","18","38"
"16106107003","51614","5","5","18","43"
"16106107004","51614","5","5","19","46"
"16106107005","51614","5","5","17","44"
"16106107006","51614","4","5","16","45"
"16106107007","51614","5","5","17","42"
"16106107008","51614","4","4","14","48"
"16106107009","51614","5","4","11","38"
"16106107010","51614","5","5","19","49"
"16106107011","51614","5","5","17","48"
"16106107012","51614","4","5","19","52"
"16106107013","51614","5","5","18","39"
"16106107014","51614","5","5","16","50"
"16106107015","51614","4","4","14","38"
"16106107016","51614","4","4","12","42"
"16106107017","51614","5","5","17","51"
"16106107018","51614","4","4","14","52"
"16106107019","51614","4","4","12","39"
"16106107020","51614","4","4","18","53"
"16106107022","51614","5","5","17","41"
"16106107023","51614","4","4","16","36"
"16106107024","51614","4","4","12","44"
"16106107025","51614","4","4","16","39"
"16106107026","51614","5","5","15","38"
"16106107027","51614","4","4","16","39"
"16106107028","51614","5","5","18","37"
"16106107029","51614","4","5","14","49"
"16106107030","51614","5","5","18","51"
"16106107031","51614","4","5","14","58"
"16106107032","51614","5","5","17","51"
"16106107033","51614","5","5","18","49"
"16106107034","51614","5","5","18","39"
"16106107036","51614","5","5","18","51"
"16106107037","51614","5","5","17","47"
"16106107039","51614","4","4","17","40"
"17106107901","51614","5","5","18","52"
"17106107902","51614","5","5","18","49"
"17106107903","51614","4","4","13","48"
