"11106107246","231101","","","","34"
"13106107208","231101","","","","29"
"13106107217","231101","","","","34"
"13106107236","231101","","","","32"
"14106107182","231101","5","4","19","22"
"14106107183","231101","5","4","18","30"
"14106107184","231101","5","4","18","33"
"14106107185","231101","5","4","18","25"
"14106107186","231101","5","4","19","45"
"14106107187","231101","5","4","18","35"
"14106107188","231101","5","4","18","33"
"14106107189","231101","5","4","18","42"
"14106107192","231101","5","4","18","43"
"14106107197","231101","5","4","17","28"
"14106107198","231101","5","4","17","30"
"14106107201","231101","5","4","18","34"
"14106107202","231101","5","4","19","30"
"14106107203","231101","5","4","18","51"
"14106107204","231101","5","4","18","46"
"14106107205","231101","5","4","18","34"
"14106107206","231101","5","4","18","27"
"14106107207","231101","5","4","17","20"
"14106107209","231101","5","4","18","29"
"14106107211","231101","5","4","18","36"
"14106107263","231101","5","4","19","44"
"14106107264","231101","5","4","18","25"
"14106107265","231101","5","4","17","28"
"14106107266","231101","5","4","18","31"
"14106107267","231101","5","4","19","25"
"14106107268","231101","5","4","18","26"
"14106107269","231101","5","4","18","33"
"14106107270","231101","5","4","17","35"
